r-ID	Equation in HC-ID	Equation with names	Reaction Category	dG	KEGG	Recon1	References
r1578	HC00067_s + HC00121_c <=> HC00067_c + HC00121_s	Glutamine(s) + Leucine(c) <=> Glutamine(c) + Leucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1579	HC00067_s + HC00145_c <=> HC00067_c + HC00145_s	Glutamine(s) + Proline(c) <=> Glutamine(c) + Proline(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1580	HC00067_s + HC00148_c <=> HC00067_c + HC00148_s	Glutamine(s) + Asparagine(c) <=> Glutamine(c) + Asparagine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1581	HC00067_s + HC00174_c <=> HC00067_c + HC00174_s	Glutamine(s) + Valine(c) <=> Glutamine(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1582	HC00067_s + HC00179_c <=> HC00067_c + HC00179_s	Glutamine(s) + Threonine(c) <=> Glutamine(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 -THRGLNexR	PMID:14770309 PMID:14770310
r1583	HC00067_s + HC00239_c <=> HC00067_c + HC00239_s	Glutamine(s) + Homoserine(c) <=> Glutamine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1584	HC00067_s + HC00334_c <=> HC00067_c + HC00334_s	Glutamine(s) + Isoleucine(c) <=> Glutamine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1585	HC00068_s + HC00075_c <=> HC00068_c + HC00075_s	Serine(s) + Methionine(c) <=> Serine(c) + Methionine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1586	HC00068_s + HC00080_c <=> HC00068_c + HC00080_s	Serine(s) + Tryptophan(c) <=> Serine(c) + Tryptophan(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1587	HC00068_s + HC00081_c <=> HC00068_c + HC00081_s	Serine(s) + Phenylalanine(c) <=> Serine(c) + Phenylalanine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1588	HC00068_s + HC00085_c <=> HC00068_c + HC00085_s	Serine(s) + Tyrosine(c) <=> Serine(c) + Tyrosine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1589	HC00068_s + HC00099_c <=> HC00068_c + HC00099_s	Serine(s) + Cysteine(c) <=> Serine(c) + Cysteine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1590	HC00068_s + HC00121_c <=> HC00068_c + HC00121_s	Serine(s) + Leucine(c) <=> Serine(c) + Leucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1591	HC00068_s + HC00145_c <=> HC00068_c + HC00145_s	Serine(s) + Proline(c) <=> Serine(c) + Proline(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1592	HC00068_s + HC00148_c <=> HC00068_c + HC00148_s	Serine(s) + Asparagine(c) <=> Serine(c) + Asparagine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1593	HC00068_s + HC00174_c <=> HC00068_c + HC00174_s	Serine(s) + Valine(c) <=> Serine(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1594	HC00068_s + HC00179_c <=> HC00068_c + HC00179_s	Serine(s) + Threonine(c) <=> Serine(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1595	HC00068_s + HC00239_c <=> HC00068_c + HC00239_s	Serine(s) + Homoserine(c) <=> Serine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1596	HC00068_s + HC00334_c <=> HC00068_c + HC00334_s	Serine(s) + Isoleucine(c) <=> Serine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1597	HC00075_s + HC00080_c <=> HC00075_c + HC00080_s	Methionine(s) + Tryptophan(c) <=> Methionine(c) + Tryptophan(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1598	HC00075_s + HC00081_c <=> HC00075_c + HC00081_s	Methionine(s) + Phenylalanine(c) <=> Methionine(c) + Phenylalanine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1599	HC00075_s + HC00085_c <=> HC00075_c + HC00085_s	Methionine(s) + Tyrosine(c) <=> Methionine(c) + Tyrosine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1600	HC00075_s + HC00099_c <=> HC00075_c + HC00099_s	Methionine(s) + Cysteine(c) <=> Methionine(c) + Cysteine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1601	HC00075_s + HC00121_c <=> HC00075_c + HC00121_s	Methionine(s) + Leucine(c) <=> Methionine(c) + Leucine(s)	TCDB:2.A.3.8.1	0		 METLEUex	PMID:14770309 PMID:14770310
r1602	HC00075_s + HC00145_c <=> HC00075_c + HC00145_s	Methionine(s) + Proline(c) <=> Methionine(c) + Proline(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1603	HC00075_s + HC00148_c <=> HC00075_c + HC00148_s	Methionine(s) + Asparagine(c) <=> Methionine(c) + Asparagine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1604	HC00075_s + HC00174_c <=> HC00075_c + HC00174_s	Methionine(s) + Valine(c) <=> Methionine(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1605	HC00075_s + HC00179_c <=> HC00075_c + HC00179_s	Methionine(s) + Threonine(c) <=> Methionine(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1606	HC00075_s + HC00239_c <=> HC00075_c + HC00239_s	Methionine(s) + Homoserine(c) <=> Methionine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1607	HC00075_s + HC00334_c <=> HC00075_c + HC00334_s	Methionine(s) + Isoleucine(c) <=> Methionine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1608	HC00080_s + HC00081_c <=> HC00080_c + HC00081_s	Tryptophan(s) + Phenylalanine(c) <=> Tryptophan(c) + Phenylalanine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1609	HC00080_s + HC00085_c <=> HC00080_c + HC00085_s	Tryptophan(s) + Tyrosine(c) <=> Tryptophan(c) + Tyrosine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1610	HC00080_s + HC00099_c <=> HC00080_c + HC00099_s	Tryptophan(s) + Cysteine(c) <=> Tryptophan(c) + Cysteine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1611	HC00080_s + HC00121_c <=> HC00080_c + HC00121_s	Tryptophan(s) + Leucine(c) <=> Tryptophan(c) + Leucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1612	HC00080_s + HC00145_c <=> HC00080_c + HC00145_s	Tryptophan(s) + Proline(c) <=> Tryptophan(c) + Proline(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1613	HC00080_s + HC00148_c <=> HC00080_c + HC00148_s	Tryptophan(s) + Asparagine(c) <=> Tryptophan(c) + Asparagine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1614	HC00080_s + HC00174_c <=> HC00080_c + HC00174_s	Tryptophan(s) + Valine(c) <=> Tryptophan(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1615	HC00080_s + HC00179_c <=> HC00080_c + HC00179_s	Tryptophan(s) + Threonine(c) <=> Tryptophan(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1616	HC00080_s + HC00239_c <=> HC00080_c + HC00239_s	Tryptophan(s) + Homoserine(c) <=> Tryptophan(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1617	HC00080_s + HC00334_c <=> HC00080_c + HC00334_s	Tryptophan(s) + Isoleucine(c) <=> Tryptophan(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1618	HC00081_s + HC00085_c <=> HC00081_c + HC00085_s	Phenylalanine(s) + Tyrosine(c) <=> Phenylalanine(c) + Tyrosine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1619	HC00081_s + HC00099_c <=> HC00081_c + HC00099_s	Phenylalanine(s) + Cysteine(c) <=> Phenylalanine(c) + Cysteine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1620	HC00081_s + HC00121_c <=> HC00081_c + HC00121_s	Phenylalanine(s) + Leucine(c) <=> Phenylalanine(c) + Leucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1621	HC00081_s + HC00145_c <=> HC00081_c + HC00145_s	Phenylalanine(s) + Proline(c) <=> Phenylalanine(c) + Proline(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1622	HC00081_s + HC00148_c <=> HC00081_c + HC00148_s	Phenylalanine(s) + Asparagine(c) <=> Phenylalanine(c) + Asparagine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1623	HC00081_s + HC00174_c <=> HC00081_c + HC00174_s	Phenylalanine(s) + Valine(c) <=> Phenylalanine(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1624	HC00081_s + HC00179_c <=> HC00081_c + HC00179_s	Phenylalanine(s) + Threonine(c) <=> Phenylalanine(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1625	HC00081_s + HC00239_c <=> HC00081_c + HC00239_s	Phenylalanine(s) + Homoserine(c) <=> Phenylalanine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1626	HC00081_s + HC00334_c <=> HC00081_c + HC00334_s	Phenylalanine(s) + Isoleucine(c) <=> Phenylalanine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1627	HC00085_s + HC00099_c <=> HC00085_c + HC00099_s	Tyrosine(s) + Cysteine(c) <=> Tyrosine(c) + Cysteine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1628	HC00085_s + HC00121_c <=> HC00085_c + HC00121_s	Tyrosine(s) + Leucine(c) <=> Tyrosine(c) + Leucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1629	HC00085_s + HC00145_c <=> HC00085_c + HC00145_s	Tyrosine(s) + Proline(c) <=> Tyrosine(c) + Proline(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1630	HC00085_s + HC00148_c <=> HC00085_c + HC00148_s	Tyrosine(s) + Asparagine(c) <=> Tyrosine(c) + Asparagine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1631	HC00085_s + HC00174_c <=> HC00085_c + HC00174_s	Tyrosine(s) + Valine(c) <=> Tyrosine(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1632	HC00085_s + HC00179_c <=> HC00085_c + HC00179_s	Tyrosine(s) + Threonine(c) <=> Tyrosine(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1633	HC00085_s + HC00239_c <=> HC00085_c + HC00239_s	Tyrosine(s) + Homoserine(c) <=> Tyrosine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1634	HC00085_s + HC00334_c <=> HC00085_c + HC00334_s	Tyrosine(s) + Isoleucine(c) <=> Tyrosine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1635	HC00099_s + HC00121_c <=> HC00099_c + HC00121_s	Cysteine(s) + Leucine(c) <=> Cysteine(c) + Leucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1636	HC00099_s + HC00145_c <=> HC00099_c + HC00145_s	Cysteine(s) + Proline(c) <=> Cysteine(c) + Proline(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1637	HC00099_s + HC00148_c <=> HC00099_c + HC00148_s	Cysteine(s) + Asparagine(c) <=> Cysteine(c) + Asparagine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1638	HC00099_s + HC00174_c <=> HC00099_c + HC00174_s	Cysteine(s) + Valine(c) <=> Cysteine(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1639	HC00099_s + HC00179_c <=> HC00099_c + HC00179_s	Cysteine(s) + Threonine(c) <=> Cysteine(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1640	HC00099_s + HC00239_c <=> HC00099_c + HC00239_s	Cysteine(s) + Homoserine(c) <=> Cysteine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1641	HC00099_s + HC00334_c <=> HC00099_c + HC00334_s	Cysteine(s) + Isoleucine(c) <=> Cysteine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1642	HC00121_s + HC00145_c <=> HC00121_c + HC00145_s	Leucine(s) + Proline(c) <=> Leucine(c) + Proline(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1643	HC00121_s + HC00148_c <=> HC00121_c + HC00148_s	Leucine(s) + Asparagine(c) <=> Leucine(c) + Asparagine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1644	HC00121_s + HC00174_c <=> HC00121_c + HC00174_s	Leucine(s) + Valine(c) <=> Leucine(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1645	HC00121_s + HC00179_c <=> HC00121_c + HC00179_s	Leucine(s) + Threonine(c) <=> Leucine(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1646	HC00121_s + HC00239_c <=> HC00121_c + HC00239_s	Leucine(s) + Homoserine(c) <=> Leucine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1647	HC00121_s + HC00334_c <=> HC00121_c + HC00334_s	Leucine(s) + Isoleucine(c) <=> Leucine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1648	HC00145_s + HC00148_c <=> HC00145_c + HC00148_s	Proline(s) + Asparagine(c) <=> Proline(c) + Asparagine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1649	HC00145_s + HC00174_c <=> HC00145_c + HC00174_s	Proline(s) + Valine(c) <=> Proline(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1650	HC00145_s + HC00179_c <=> HC00145_c + HC00179_s	Proline(s) + Threonine(c) <=> Proline(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1651	HC00145_s + HC00239_c <=> HC00145_c + HC00239_s	Proline(s) + Homoserine(c) <=> Proline(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1652	HC00145_s + HC00334_c <=> HC00145_c + HC00334_s	Proline(s) + Isoleucine(c) <=> Proline(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1653	HC00148_s + HC00174_c <=> HC00148_c + HC00174_s	Asparagine(s) + Valine(c) <=> Asparagine(c) + Valine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1654	HC00148_s + HC00179_c <=> HC00148_c + HC00179_s	Asparagine(s) + Threonine(c) <=> Asparagine(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1655	HC00148_s + HC00239_c <=> HC00148_c + HC00239_s	Asparagine(s) + Homoserine(c) <=> Asparagine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1656	HC00148_s + HC00334_c <=> HC00148_c + HC00334_s	Asparagine(s) + Isoleucine(c) <=> Asparagine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1657	HC00174_s + HC00179_c <=> HC00174_c + HC00179_s	Valine(s) + Threonine(c) <=> Valine(c) + Threonine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1658	HC00174_s + HC00239_c <=> HC00174_c + HC00239_s	Valine(s) + Homoserine(c) <=> Valine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1659	HC00174_s + HC00334_c <=> HC00174_c + HC00334_s	Valine(s) + Isoleucine(c) <=> Valine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1660	HC00179_s + HC00239_c <=> HC00179_c + HC00239_s	Threonine(s) + Homoserine(c) <=> Threonine(c) + Homoserine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1661	HC00179_s + HC00334_c <=> HC00179_c + HC00334_s	Threonine(s) + Isoleucine(c) <=> Threonine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1662	HC00239_s + HC00334_c <=> HC00239_c + HC00334_s	Homoserine(s) + Isoleucine(c) <=> Homoserine(c) + Isoleucine(s)	TCDB:2.A.3.8.1	0		 	PMID:14770309 PMID:14770310
r1663	HC00053_s + HC00065_c <=> HC00053_c + HC00065_s	Lysine(s) + Arginine(c) <=> Lysine(c) + Arginine(s)	Utilized transport	0		 -ARGLYSex	PMID:14770309 PMID:14770310
r1664	HC00053_s + HC00079_c <=> HC00053_c + HC00079_s	Lysine(s) + Ornithine(c) <=> Lysine(c) + Ornithine(s)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1665	HC00053_s + HC00133_c <=> HC00053_c + HC00133_s	Lysine(s) + Histidine(c) <=> Lysine(c) + Histidine(s)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1666	HC00053_s + HC00277_c <=> HC00053_c + HC00277_s	Lysine(s) + Citrulline(c) <=> Lysine(c) + Citrulline(s)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1667	HC00065_s + HC00079_c <=> HC00065_c + HC00079_s	Arginine(s) + Ornithine(c) <=> Arginine(c) + Ornithine(s)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1668	HC00065_s + HC00133_c <=> HC00065_c + HC00133_s	Arginine(s) + Histidine(c) <=> Arginine(c) + Histidine(s)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1669	HC00065_s + HC00277_c <=> HC00065_c + HC00277_s	Arginine(s) + Citrulline(c) <=> Arginine(c) + Citrulline(s)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1670	HC00079_s + HC00133_c <=> HC00079_c + HC00133_s	Ornithine(s) + Histidine(c) <=> Ornithine(c) + Histidine(s)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1671	HC00133_s + HC00277_c <=> HC00133_c + HC00277_s	Histidine(s) + Citrulline(c) <=> Histidine(c) + Citrulline(s)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1672	HC00045_s + HC00048_c + HC00763_s --> HC00045_c + HC00048_s + HC00763_c	Glycine(s) + Alanine(c) + Na+(s) --> Glycine(c) + Alanine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1673	HC00045_s + HC00067_c + HC00763_s --> HC00045_c + HC00067_s + HC00763_c	Glycine(s) + Glutamine(c) + Na+(s) --> Glycine(c) + Glutamine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1674	HC00045_s + HC00068_c + HC00763_s --> HC00045_c + HC00068_s + HC00763_c	Glycine(s) + Serine(c) + Na+(s) --> Glycine(c) + Serine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1675	HC00045_s + HC00075_c + HC00763_s --> HC00045_c + HC00075_s + HC00763_c	Glycine(s) + Methionine(c) + Na+(s) --> Glycine(c) + Methionine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1676	HC00045_s + HC00080_c + HC00763_s --> HC00045_c + HC00080_s + HC00763_c	Glycine(s) + Tryptophan(c) + Na+(s) --> Glycine(c) + Tryptophan(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1677	HC00045_s + HC00081_c + HC00763_s --> HC00045_c + HC00081_s + HC00763_c	Glycine(s) + Phenylalanine(c) + Na+(s) --> Glycine(c) + Phenylalanine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1678	HC00045_s + HC00085_c + HC00763_s --> HC00045_c + HC00085_s + HC00763_c	Glycine(s) + Tyrosine(c) + Na+(s) --> Glycine(c) + Tyrosine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1679	HC00045_s + HC00099_c + HC00763_s --> HC00045_c + HC00099_s + HC00763_c	Glycine(s) + Cysteine(c) + Na+(s) --> Glycine(c) + Cysteine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1680	HC00045_s + HC00121_c + HC00763_s --> HC00045_c + HC00121_s + HC00763_c	Glycine(s) + Leucine(c) + Na+(s) --> Glycine(c) + Leucine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1681	HC00045_s + HC00145_c + HC00763_s --> HC00045_c + HC00145_s + HC00763_c	Glycine(s) + Proline(c) + Na+(s) --> Glycine(c) + Proline(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1682	HC00045_s + HC00148_c + HC00763_s --> HC00045_c + HC00148_s + HC00763_c	Glycine(s) + Asparagine(c) + Na+(s) --> Glycine(c) + Asparagine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1683	HC00045_s + HC00174_c + HC00763_s --> HC00045_c + HC00174_s + HC00763_c	Glycine(s) + Valine(c) + Na+(s) --> Glycine(c) + Valine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1684	HC00045_s + HC00179_c + HC00763_s --> HC00045_c + HC00179_s + HC00763_c	Glycine(s) + Threonine(c) + Na+(s) --> Glycine(c) + Threonine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1685	HC00045_s + HC00239_c + HC00763_s --> HC00045_c + HC00239_s + HC00763_c	Glycine(s) + Homoserine(c) + Na+(s) --> Glycine(c) + Homoserine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1686	HC00045_s + HC00334_c + HC00763_s --> HC00045_c + HC00334_s + HC00763_c	Glycine(s) + Isoleucine(c) + Na+(s) --> Glycine(c) + Isoleucine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1687	HC00048_s + HC00045_c + HC00763_s --> HC00048_c + HC00045_s + HC00763_c	Alanine(s) + Glycine(c) + Na+(s) --> Alanine(c) + Glycine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1688	HC00048_s + HC00067_c + HC00763_s --> HC00048_c + HC00067_s + HC00763_c	Alanine(s) + Glutamine(c) + Na+(s) --> Alanine(c) + Glutamine(s) + Na+(c)	Utilized transport	0		 ALAGLNNaEx	PMID:14770309 PMID:14770310
r1689	HC00048_s + HC00068_c + HC00763_s --> HC00048_c + HC00068_s + HC00763_c	Alanine(s) + Serine(c) + Na+(s) --> Alanine(c) + Serine(s) + Na+(c)	Utilized transport	0		 ALASERNaEx	PMID:14770309 PMID:14770310
r1690	HC00048_s + HC00075_c + HC00763_s --> HC00048_c + HC00075_s + HC00763_c	Alanine(s) + Methionine(c) + Na+(s) --> Alanine(c) + Methionine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1691	HC00048_s + HC00080_c + HC00763_s --> HC00048_c + HC00080_s + HC00763_c	Alanine(s) + Tryptophan(c) + Na+(s) --> Alanine(c) + Tryptophan(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1692	HC00048_s + HC00081_c + HC00763_s --> HC00048_c + HC00081_s + HC00763_c	Alanine(s) + Phenylalanine(c) + Na+(s) --> Alanine(c) + Phenylalanine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1693	HC00048_s + HC00085_c + HC00763_s --> HC00048_c + HC00085_s + HC00763_c	Alanine(s) + Tyrosine(c) + Na+(s) --> Alanine(c) + Tyrosine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1694	HC00048_s + HC00099_c + HC00763_s --> HC00048_c + HC00099_s + HC00763_c	Alanine(s) + Cysteine(c) + Na+(s) --> Alanine(c) + Cysteine(s) + Na+(c)	Utilized transport	0		 ALACYSNaEx	PMID:14770309 PMID:14770310
r1695	HC00048_s + HC00121_c + HC00763_s --> HC00048_c + HC00121_s + HC00763_c	Alanine(s) + Leucine(c) + Na+(s) --> Alanine(c) + Leucine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1696	HC00048_s + HC00145_c + HC00763_s --> HC00048_c + HC00145_s + HC00763_c	Alanine(s) + Proline(c) + Na+(s) --> Alanine(c) + Proline(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1697	HC00048_s + HC00148_c + HC00763_s --> HC00048_c + HC00148_s + HC00763_c	Alanine(s) + Asparagine(c) + Na+(s) --> Alanine(c) + Asparagine(s) + Na+(c)	Utilized transport	0		 ALAASNNaEx	PMID:14770309 PMID:14770310
r1698	HC00048_s + HC00174_c + HC00763_s --> HC00048_c + HC00174_s + HC00763_c	Alanine(s) + Valine(c) + Na+(s) --> Alanine(c) + Valine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1699	HC00048_s + HC00179_c + HC00763_s --> HC00048_c + HC00179_s + HC00763_c	Alanine(s) + Threonine(c) + Na+(s) --> Alanine(c) + Threonine(s) + Na+(c)	Utilized transport	0		 ALATHRNaEx	PMID:14770309 PMID:14770310
r1700	HC00048_s + HC00239_c + HC00763_s --> HC00048_c + HC00239_s + HC00763_c	Alanine(s) + Homoserine(c) + Na+(s) --> Alanine(c) + Homoserine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1701	HC00048_s + HC00334_c + HC00763_s --> HC00048_c + HC00334_s + HC00763_c	Alanine(s) + Isoleucine(c) + Na+(s) --> Alanine(c) + Isoleucine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1702	HC00067_s + HC00045_c + HC00763_s --> HC00067_c + HC00045_s + HC00763_c	Glutamine(s) + Glycine(c) + Na+(s) --> Glutamine(c) + Glycine(s) + Na+(c)	Utilized transport	0		 	PMID:14770309 PMID:14770310
r1703	HC00067_s + HC00048_c + HC00763_s --> HC00067_c + HC00048_s + HC00763_c	Glutamine(s) + Alanine(c) + Na+(s) --> Glutamine(c) + Alanine(s) + Na+(c)	Utilized transport	0		 GLNALANaEx	PMID:14770309 PMID:14770310
